leisure,name,is_in_city,name_de,name_en,wikidata,check_date,foot,name_ro,old_name_-1993,alt_name,old_name,old_name_-2012,landuse,access,old_name_-1990,addr_city,addr_street,place,bicycle,opening_hours,leaf_cycle,leaf_type,level,addr_housenumber,addr_postcode,addr_postcode_source,source,natural,religion,type,alt_name_de,alt_name_ro,category,intermittent,water,salt,tidal,man_made,basin,amenity,cuisine,phone,website,check_date_opening_hours,addr_country,internet_access,outdoor_seating,smoking,delivery,air_conditioning,beds,rooms,stars,tourism,_tip_,note,diet_vegetarian,website_menu,description,email,wifi,capacity,takeaway,wheelchair,diet_vegan,indoor_seating,organic,payment_credit_cards,payment_debit_cards,brand,brand_wikidata,brand_wikipedia,contact_email,contact_facebook,contact_instagram,contact_phone,contact_website,contact_youtube,operator,toilets_wheelchair,handwashing_soap,toilets,toilets_access,toilets_paper_supplied,opening_hours_signed,addr_neighbourhood,bar,building,diet_meat,building_material,height,roof_colour,roof_shape,building_levels,building_roof_shape,internet_access_fee,payment_cash,payment_contactless,official_name,facebook,theme,compressed_air,fuel_lpg,contact_tiktok,name_ru,fuel_diesel,tiktok,fuel_octane_100,fuel_octane_95,fuel_octane_98,maxheight,fuel_octane,mapillary,survey_date,parking,fee,fee_conditional,supervised,surface,capacity_disabled,charge,operator_type,psv,park_ride,maxstay,covered,smoothness,area,construction_end_expected,source_capacity,layer,orientation,bus,parking_orientation,emergency,healthcare,building_facade_colour,wikipedia,healthcare_speciality,barrier,education,is_in_country,is_in_county,start_date,name_hu,grades,fixme,official_name_en,official_name_ro,atm,drive_through,brand_en,brand_ro,addr_housename,branch,operator_wikidata,operator_wikipedia,short_name,dispensing,historic,artwork_type,name_pl,archaeological_site,historic_civilization,author,material,memorial,locomotive_type,inscription,denomination,defensive_works,wikipedia_de,name_el,heritage,heritage_operator,ref_RO_lmi,wikimedia_commons,ruins,aircraft_type,manufacturer,manufacturer_wikidata,manufacturer_wikipedia,model_wikidata,model_wikipedia,ref,castle_type,SIRUTA_code,codul_entității_muzeale,description_ro,fax,source_link,tourism_survey,contact_fax,museum_type,museum,direction,building_colour,name_sr,bridge_structure,lat,lon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7322674,21.2493318
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.732097,21.2490421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7477808,21.2260527
,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7371259,21.2397079
,Parcare,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7192126,21.1496043
,Parcare,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,no,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7222312,21.1474156
,Parcare,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,no,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7190122,21.1504412
,Parcare,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7188849,21.1499423
,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.791193,21.2236547
,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7321862,21.2287018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7322329,21.2281189
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,street_side,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7799347,21.2658533
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7447997,21.2405709
,Cabinet Dr. Giurgiu Daniela,,,,,2025-10-23,,,,,,,,,,Timișoara,Strada Teiului,,,,,,,14,300681,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,hospitals,,,,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7646351,21.2209739
,Facultatea de Agronomie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schools,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7829858,21.2168591
,Colegiul Național Ana Aslan,,,,Q18539107,,,,,,,,,,,,,,,,,,,,,,,,,,,,schools,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7558868,21.2356279
,"Centrul pentru Educație Incluzivă ""Dumitru Ciumăgeanu""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schools,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7434292,21.2129554
,Scoala Gimnazială Nr. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schools,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7568044,21.2089485
,Școala gimnazială Nr. 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schools,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7650413,21.2052247
,Liceul Tehnologic Ion I. C. Brătianu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,schools,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7537111,21.228269
,ING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ING,Q645708,en:ING Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7593993,21.2369987
,BCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCR,Q806149,en:Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanian Commercial Bank,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7654872,21.224961
,BCR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCR,Q806149,en:Banca Comercială Română,,,,,,,BCR,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanian Commercial Bank,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7623786,21.2130399
,UniCredit Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UniCredit Bank,Q45568,en:UniCredit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7621848,21.2134529
,Banca Transilvania,,,,,,,,,,,,,,,Timișoara,Calea Aradului,,,L - V: 9:00 - 17:00,,,,44,300283,,,,,,,,banks,,,,,,,bank,,,https://www.bancatransilvania.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,,,,,,,,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7744247,21.2222105
,ING,,,,,,,,,,,,,,,Timișoara,Calea Aradului,,,"L - V: 09:00 - 18:00, S: 09:00 - 13:00",,,,44,300283,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ING,Q645708,,,,,,,,ING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7743647,21.2222322
,Raiffeisen Bank,,,,,,,,,,,,,,,Timișoara,Calea Aradului,,,,,,,32,300282,,,,,,,,banks,,,,,,,bank,,,https://www.raiffeisen.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Raiffeisen Bank,Q7283806,,,,,,,,Raiffeisen Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7740376,21.2223525
,Banca Transilvania,,,Transilvania Bank,,,,Banca Transilvania,,,,,,,,Timișoara,Calea Sever Bocu,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,en:Banca Transilvania,,,,,,,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,Transilvania Bank,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7773879,21.2341501
,BCR,,,,,,,,,,,,,,,Timișoara,Calea Martirilor 1989,,,L - V: 09:00 - 17:00,,,,60,300719,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCR,Q806149,ro:Banca Comercială Română,,,,,,,BCR,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanian Commercial Bank,Banca Comercială Română,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7347741,21.2375513
,BRD,,,,,,,,,,,,,,,Timișoara,Bulevardul Simion Bărnuțiu,,,Mo-Fr 09:00-17:00,,,,62,,,,,,,,,banks,,,,,,,bank,,,https://www.brd.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7639791,21.2576882
,UniCredit Bank,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UniCredit Bank,Q45568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.757458,21.2100751
,BRD,,,,,,,,,,,,,,,Timișoara,Bulevardul Sudului,,,L - V: 09:00 - 17:00; ATM: 24/7,,,,12,300686,,,,,,,,banks,,,,,,,bank,,,https://www.brd.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,ro:BRD - Groupe Société Générale,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7350468,21.2489318
,BCR,,,,,,,,,,,,,,,Timișoara,Calea Aradului,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BCR,Q806149,,,,,,,,BCR,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.773631,21.2223147
,Exim Banca Românească,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-16:30,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exim Banca Românească,Q5421544,,,,,,,,Banca Romaneasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7451552,21.2109004
,BRD,,,,,,,,,,,,,,,Timișoara,Bulevardul 16 Decembrie 1989,,,L-V: 09:00 - 17:00,,,,71,300219,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,ro:BRD - Groupe Société Générale,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7386472,21.210074
,BCR,,,,,,,,,,,,,,,Timișoara,Bulevardul Iuliu Maniu,,,Mo-Fr 09:00-17:00,,,,2,300188,"Date de la Poșta Română, publicate sub Licența pentru Guvernare Deschisă v1.0 la http://date.gov.ro/organization/posta-romana",,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,ATM: 24/7,,,,,,,,,,,,,,BCR,Q806149,en:Banca Comercială Română,,,,,,,BCR,,,,,,,,,,,,,,,,,,,,Banca Comercială Română,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romanian Commercial Bank,Banca Comercială Română,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7395724,21.209852
,Banca Transilvania,,,Transilvania Bank,,,,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,en:Banca Transilvania,,,,,,,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transilvania Bank,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7491988,21.2080869
,BRD,,,,,,,,,,,,,,,Timișoara,Calea Sever Bocu,,,L - V: 09:00 - 17:00,,,,45,300287,,,,,,,,banks,,,,,,,bank,,,https://www.brd.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,BRD,Q796927,,,,,,,,BRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7765263,21.2328024
,Alpha Bank,,,,,,,,,,,,,,,Timișoara,Calea Aradului,,,L - V: 09:00 - 17:00,,,,32,300282,,,,,,,,banks,,,,,,,bank,,,https://www.alphabank.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Alpha Bank,Q747394,,,,,,,,Alpha Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7743047,21.2222539
,Banca Transilvania,,,Transilvania Bank,,,,Banca Transilvania,,,,,,,,,,,,"Mo-Fr 09:00-13:00,13:30-17:00",,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,en:Banca Transilvania,,,,,,,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transilvania Bank,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7619715,21.2140298
,CEC Bank,,,,,,,,,,,,,,,Timișoara,Bulevardul Take Ionescu,,,L - V: 09:00 - 16:30,,,,51,300070,,,,,,,,banks,,,,,,,bank,,,https://www.cec.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,CEC Bank,Q1023306,en:CEC Bank,,,,,,,CEC Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7610547,21.2409615
,ING,,,,,,,,,,,,,,,Timișoara,Bulevardul Simion Bărnuțiu,,,Mo-Fr 09:30-18:00; Sa 10:00-14:00,,,,54,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ING,Q645708,,,,,,,,ING Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7638244,21.2569007
,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7500389,21.2387096
,UniCredit Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,Metro 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7013015,21.1788295
,UniCredit Bank,,,,,,,,,,,,,,,,Strada General Leonard Mociulschi,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UniCredit Bank,Q45568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,Timisoara Metro 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7933695,21.1849216
,UniCredit Bank,,,,,,,,,,,,,,,Timișoara,Piața Victoriei,,,Mo-Fr 09:00-17:00; Sa-Su off,,,,2,300006,,,,,,,,banks,,,,,,,bank,,,https://www.unicredit.ro/,2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,UniCredit Bank,Q45568,en:UniCredit,,,,,,,UniCredit Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7537538,21.2250099
,UniCredit Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UniCredit Bank,Q45568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7679686,21.2163999
,Banca Transilvania,,,,,,,,,,,,,,,Timișoara,Bulevardul Simion Bărnuțiu,,,Mo-Fr 09:00-17:00,,,,75,,,,,,,,,banks,,,,,,,bank,,,https://www.bancatransilvania.ro/,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,,,,,,,,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,Agenția Calea Lugojului,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7654197,21.2599586
,Banca Transilvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,banks,,,,,,,bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banca Transilvania,Q806161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7636974,21.2513433
